Unique_ID,Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date,Date
H2228-831,H2228,831.0,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-830,H2228,830.0,Local CCP,Local PPO,No,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-829,H2228,829.0,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-828,H2228,828.0,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-827,H2228,827.0,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-826,H2228,826.0,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-825,H2228,825.0,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-824,H2228,824.0,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-833,H2228,833.0,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-49,H2228,49.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-48,H2228,48.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-47,H2228,47.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-13,H2228,13.0,Local CCP,Local PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Nursing Home Plan 1 (PPO SNP),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-11,H2228,11.0,Local CCP,Local PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Assisted Living Plan (PPO SNP),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-10,H2228,10.0,Local CCP,Local PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Nursing Home Plan 1 (PPO SNP),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-2,H2228,2.0,Local CCP,Local PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Nursing Home Plan 1 (PPO SNP),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-1,H2228,1.0,Local CCP,Local PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Nursing Home Plan 1 (PPO SNP),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2226-1,H2226,1.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Senior Care Options (HMO SNP),"UnitedHealth Group, Inc.",03/01/2004,2019-09-01
H2225-1,H2225,1.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"COMMONWEALTH CARE ALLIANCE, INC.","Commonwealth Care Alliance, Inc.",Senior Care Options Program (HMO SNP),"Commonwealth Care Alliance, Inc.",06/01/2004,2019-09-01
H2224-3,H2224,3.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SENIOR WHOLE HEALTH, LLC",Senior Whole Health,Senior Whole Health NHC (HMO SNP),"Magellan Health, Inc.",08/01/2004,2019-09-01
H2224-1,H2224,1.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SENIOR WHOLE HEALTH, LLC",Senior Whole Health,Senior Whole Health (HMO SNP),"Magellan Health, Inc.",08/01/2004,2019-09-01
H2228-16,H2228,16.0,Local CCP,Local PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Nursing Home Plan 1 (PPO SNP),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2223-2,H2223,2.0,National PACE,National PACE,Yes,No,No,ELDER SVC PLN/E BOSTON HEALTH CENTER,Neighborhood PACE,East Boston Elder Service Plan (PACE),Elder Svc Pln/E Boston Health Center,11/01/2003,2019-09-01
H2222-3,H2222,3.0,National PACE,National PACE,Yes,No,No,"ELEMENT CARE, INC.","Element Care, Inc",Element Care (PACE),"Element Care, Inc.",11/01/2003,2019-09-01
H2222-2,H2222,2.0,National PACE,National PACE,Yes,No,No,"ELEMENT CARE, INC.","Element Care, Inc",Element Care (PACE),"Element Care, Inc.",11/01/2003,2019-09-01
H2221-2,H2221,2.0,National PACE,National PACE,Yes,No,No,CAMBRIDGE PUBLIC HEALTH COMMISSION,Elder Service Plan of Cambridge Health Alliance,Cambridge Public Health Commission (PACE),Cambridge Health Alliance,11/01/2002,2019-09-01
H2221-1,H2221,1.0,National PACE,National PACE,Yes,No,No,CAMBRIDGE PUBLIC HEALTH COMMISSION,Elder Service Plan of Cambridge Health Alliance,Cambridge Public Health Commission (PACE),Cambridge Health Alliance,11/01/2002,2019-09-01
H2220-2,H2220,2.0,National PACE,National PACE,Yes,No,No,"UPHAMS CORNER HEALTH COMMITTEE, INC.","Uphams Corner Health Committee, Inc.",Uphams Corner Health Committee (PACE),"Uphams Corner Health Committee, Inc.",11/01/2002,2019-09-01
H2220-1,H2220,1.0,National PACE,National PACE,Yes,No,No,"UPHAMS CORNER HEALTH COMMITTEE, INC.","Uphams Corner Health Committee, Inc.",Upham's Corner Health Committee (PACE),"Uphams Corner Health Committee, Inc.",11/01/2002,2019-09-01
H2219-2,H2219,2.0,National PACE,National PACE,Yes,No,No,FALLON COMMUNITY HEALTH PLAN,Summit ElderCare or Fallon Health,Summit ElderCare (PACE),Fallon Community Health Plan,11/01/2002,2019-09-01
H2219-1,H2219,1.0,National PACE,National PACE,Yes,No,No,FALLON COMMUNITY HEALTH PLAN,Summit ElderCare or Fallon Health,Summit ElderCare (PACE),Fallon Community Health Plan,11/01/2002,2019-09-01
H2218-2,H2218,2.0,National PACE,National PACE,Yes,No,No,"HARBOR HEALTH SERVICES, INC.","Elder Service Plan of Harbor Health Services, Inc","Harbor Health Elder Service Plan, Medicare only (PACE)","Harbor Health Services, Inc.",11/01/2002,2019-09-01
H2223-1,H2223,1.0,National PACE,National PACE,Yes,No,No,ELDER SVC PLN/E BOSTON HEALTH CENTER,Neighborhood PACE,East Boston Elder Service Plan (PACE),Elder Svc Pln/E Boston Health Center,11/01/2003,2019-09-01
H2235-802,H2235,802.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,"BAYCARE SELECT HEALTH PLANS, INC.",BayCare Health Plans,BayCarePlus EGWP MAPD non calendar (HMO),"BayCare Health System, Inc.",01/01/2019,2019-09-01
H2228-17,H2228,17.0,Local CCP,Local PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Assisted Living Plan 1 (PPO SNP),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-19,H2228,19.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-46,H2228,46.0,Local CCP,Local PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Dual Complete (PPO SNP),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-45,H2228,45.0,Local CCP,Local PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Dual Complete (PPO SNP),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-44,H2228,44.0,Local CCP,Local PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Dual Complete (PPO SNP),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-43,H2228,43.0,Local CCP,Local PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Dual Complete (PPO SNP),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-42,H2228,42.0,Local CCP,Local PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Dual Complete (PPO SNP),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-41,H2228,41.0,Local CCP,Local PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Dual Complete (PPO SNP),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-39,H2228,39.0,Local CCP,Local PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Assisted Living Plan (PPO SNP),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-37,H2228,37.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-36,H2228,36.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-18,H2228,18.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-35,H2228,35.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice Plan 1 (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-31,H2228,31.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-30,H2228,30.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice Plan 1 (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-29,H2228,29.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-25,H2228,25.0,Local CCP,Local PPO,No,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice Essential (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-24,H2228,24.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice Plan 1 (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-23,H2228,23.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-22,H2228,22.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-21,H2228,21.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-20,H2228,20.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Focus (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2228-32,H2228,32.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (PPO),"UnitedHealth Group, Inc.",01/01/2005,2019-09-01
H2237-1,H2237,1.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"INDEPENDENT CARE HEALTH PLAN, INC.",iCare,iCare Medicare Plan (HMO SNP),Independent Care Health Plan Inc.,01/01/2007,2019-09-01
H2237-7,H2237,7.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"INDEPENDENT CARE HEALTH PLAN, INC.",iCare,iCare Family Care Partnership (HMO SNP),Independent Care Health Plan Inc.,01/01/2007,2019-09-01
H2237-9,H2237,9.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"INDEPENDENT CARE HEALTH PLAN, INC.",iCare,Aurora CompleteCare (HMO SNP),Independent Care Health Plan Inc.,01/01/2007,2019-09-01
H2354-20,H2354,20.0,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Senior Plus Option 1 (HMO-POS),Henry Ford Health System,04/01/1997,2019-09-01
H2354-19,H2354,19.0,Local CCP,HMO/HMOPOS,No,No,No,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Senior Plus Medical Only (HMO),Henry Ford Health System,04/01/1997,2019-09-01
H2354-18,H2354,18.0,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Senior Plus Henry Ford Tiered Access (HMO),Henry Ford Health System,04/01/1997,2019-09-01
H2354-15,H2354,15.0,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Senior Plus (HMO),Henry Ford Health System,04/01/1997,2019-09-01
H2334-3,H2334,3.0,Local CCP,Local PPO,Yes,No,No,"EON HEALTH, INC. (SC)",Clear Spring Health,EON CHOICE (PPO),Delaware Life Insurance Company,01/01/2017,2019-09-01
H2334-1,H2334,1.0,Local CCP,Local PPO,Yes,Yes,No,"EON HEALTH, INC. (SC)",Clear Spring Health,EON GOLD (PPO SNP),Delaware Life Insurance Company,01/01/2017,2019-09-01
H2322-803,H2322,803.0,Local CCP,Local PPO,Yes,No,Yes,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,HAP Senior Plus (PPO),HAP Senior Plus Group (PPO),Henry Ford Health System,08/01/2005,2019-09-01
H2322-801,H2322,801.0,Local CCP,Local PPO,No,No,Yes,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,HAP Senior Plus (PPO),HAP Senior Plus Group (PPO),Henry Ford Health System,08/01/2005,2019-09-01
H2322-12,H2322,12.0,Local CCP,Local PPO,Yes,No,No,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,HAP Senior Plus (PPO),HAP Senior Plus Option 2 (PPO),Henry Ford Health System,08/01/2005,2019-09-01
H2354-21,H2354,21.0,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Senior Plus Option 2 (HMO-POS),Henry Ford Health System,04/01/1997,2019-09-01
H2322-11,H2322,11.0,Local CCP,Local PPO,Yes,No,No,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,HAP Senior Plus (PPO),HAP Senior Plus Option 1 (PPO),Henry Ford Health System,08/01/2005,2019-09-01
H2322-4,H2322,4.0,Local CCP,Local PPO,Yes,No,No,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,HAP Senior Plus (PPO),HAP Senior Plus Option 4 (PPO),Henry Ford Health System,08/01/2005,2019-09-01
H2320-813,H2320,813.0,Local CCP,HMO/HMOPOS,No,No,Yes,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare HMO-POS No RX EGWP Non-Calendar (HMO-POS),Spectrum Health System,07/01/2005,2019-09-01
H2320-812,H2320,812.0,Local CCP,HMO/HMOPOS,No,No,Yes,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare HMO-POS No RX EGWP Calendar (HMO-POS),Spectrum Health System,07/01/2005,2019-09-01
H2320-811,H2320,811.0,Local CCP,HMO/HMOPOS,No,No,Yes,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare EG HMO Non-Cal Year (HMO) (HMO),Spectrum Health System,07/01/2005,2019-09-01
H2320-810,H2320,810.0,Local CCP,HMO/HMOPOS,No,No,Yes,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare EG HMO Cal Year (HMO) (HMO),Spectrum Health System,07/01/2005,2019-09-01
H2320-805,H2320,805.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare EG HMO w PD Cal Year (HMO),Spectrum Health System,07/01/2005,2019-09-01
H2320-804,H2320,804.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare EG HMO w PD Non-Cal Year (HMO),Spectrum Health System,07/01/2005,2019-09-01
H2320-803,H2320,803.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare EG Calendar Year (HMO-POS),Spectrum Health System,07/01/2005,2019-09-01
H2320-802,H2320,802.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare EG Non-Calendar Year (HMO-POS),Spectrum Health System,07/01/2005,2019-09-01
H2322-8,H2322,8.0,Local CCP,Local PPO,Yes,No,No,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,HAP Senior Plus (PPO),HAP Senior Plus Option 3 (PPO),Henry Ford Health System,08/01/2005,2019-09-01
H2320-22,H2320,22.0,Local CCP,HMO/HMOPOS,Yes,No,No,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare Key (HMO-POS),Spectrum Health System,07/01/2005,2019-09-01
H2354-22,H2354,22.0,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Senior Plus Option 3 (HMO-POS),Henry Ford Health System,04/01/1997,2019-09-01
H2354-25,H2354,25.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Empowered Duals (HMO SNP),Henry Ford Health System,04/01/1997,2019-09-01
H2406-20,H2406,20.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Sync (PPO),"UnitedHealth Group, Inc.",06/01/2001,2019-09-01
H2406-19,H2406,19.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001,2019-09-01
H2406-18,H2406,18.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001,2019-09-01
H2406-17,H2406,17.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001,2019-09-01
H2406-16,H2406,16.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001,2019-09-01
H2406-15,H2406,15.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001,2019-09-01
H2406-14,H2406,14.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001,2019-09-01
H2406-13,H2406,13.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001,2019-09-01
H2406-12,H2406,12.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001,2019-09-01
H2354-24,H2354,24.0,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Primary Choice Medicare (HMO),Henry Ford Health System,04/01/1997,2019-09-01
H2406-11,H2406,11.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001,2019-09-01
H2406-9,H2406,9.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001,2019-09-01
H2406-8,H2406,8.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001,2019-09-01
H2406-1,H2406,1.0,Local CCP,Local PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Nursing Home Plan 1 (PPO SNP),"UnitedHealth Group, Inc.",06/01/2001,2019-09-01
H2400-1,H2400,1.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIGNATURE ADVANTAGE, LLC",Signature Advantage (HMO SNP),Signature Advantage (HMO SNP),"SA Plan, LLC",01/01/2016,2019-09-01
H2392-1,H2392,1.0,Local CCP,HMO/HMOPOS,Yes,Yes,No,"KANSAS SUPERIOR SELECT, INC.",Kansas Health Advantage,Kansas Health Advantage (HMO SNP),Kansas Superior Select,01/01/2018,2019-09-01
H2386-2,H2386,2.0,National PACE,National PACE,Yes,No,No,"APPALACHIAN AGENCY FOR SENIOR CITIZENS, INC.","Appalachian Agency for Senior Citizens, Inc,",AllCARE for Seniors - Medicare only (PACE),"Appalachian Agency for Senior Citizens, Inc.",05/01/2008,2019-09-01
H2386-1,H2386,1.0,National PACE,National PACE,Yes,No,No,"APPALACHIAN AGENCY FOR SENIOR CITIZENS, INC.","Appalachian Agency for Senior Citizens, Inc,",AllCARE for Seniors - Duals (PACE),"Appalachian Agency for Senior Citizens, Inc.",05/01/2008,2019-09-01
H2354-802,H2354,802.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Senior Plus Group (HMO-POS),Henry Ford Health System,04/01/1997,2019-09-01
H2354-801,H2354,801.0,Local CCP,HMO/HMOPOS,No,No,Yes,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Senior Plus Group (HMO),Henry Ford Health System,04/01/1997,2019-09-01
H2406-10,H2406,10.0,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001,2019-09-01
H2218-1,H2218,1.0,National PACE,National PACE,Yes,No,No,"HARBOR HEALTH SERVICES, INC.","Elder Service Plan of Harbor Health Services, Inc","Harbor Health Elder Service Plan, Dual Eligible (PACE)","Harbor Health Services, Inc.",11/01/2002,2019-09-01
H2320-21,H2320,21.0,Local CCP,HMO/HMOPOS,Yes,No,No,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare Value (HMO-POS),Spectrum Health System,07/01/2005,2019-09-01
H2320-18,H2320,18.0,Local CCP,HMO/HMOPOS,Yes,No,No,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare Value (HMO-POS),Spectrum Health System,07/01/2005,2019-09-01
H2256-801,H2256,801.0,Local CCP,HMO/HMOPOS,Yes,No,Yes,TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION,Tufts Health Plan,Tufts Medicare Preferred HMO Rx (HMO),"Tufts Health Plan, Inc",07/01/1994,2019-09-01
H2256-42,H2256,42.0,Local CCP,HMO/HMOPOS,No,No,No,TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION,Tufts Health Plan,Tufts Medicare Preferred HMO Basic No Rx (HMO),"Tufts Health Plan, Inc",07/01/1994,2019-09-01
H2256-41,H2256,41.0,Local CCP,HMO/HMOPOS,No,No,No,TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION,Tufts Health Plan,Tufts Medicare Preferred HMO Basic No Rx (HMO),"Tufts Health Plan, Inc",07/01/1994,2019-09-01
H2256-40,H2256,40.0,Local CCP,HMO/HMOPOS,No,No,No,TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION,Tufts Health Plan,Tufts Medicare Preferred HMO Value No Rx (HMO),"Tufts Health Plan, Inc",07/01/1994,2019-09-01
H2256-39,H2256,39.0,Local CCP,HMO/HMOPOS,No,No,No,TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION,Tufts Health Plan,Tufts Medicare Preferred HMO Prime No Rx (HMO),"Tufts Health Plan, Inc",07/01/1994,2019-09-01
H2256-36,H2256,36.0,Local CCP,HMO/HMOPOS,Yes,No,No,TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION,Tufts Health Plan,Tufts Medicare Preferred HMO Basic Rx (HMO),"Tufts Health Plan, Inc",07/01/1994,2019-09-01
H2256-34,H2256,34.0,Local CCP,HMO/HMOPOS,Yes,No,No,TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION,Tufts Health Plan,Tufts Medicare Preferred HMO Value Rx (HMO),"Tufts Health Plan, Inc",07/01/1994,2019-09-01
